Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Date,Shipment_Date
Standard Class,Corporate,United States,Denver,Colorado,80219.0,West,Furniture,Bookcases,242.352,8.0,0.7,-363.528,23/05/2017,27/05/2017
Standard Class,Corporate,United States,Denver,Colorado,80219.0,West,Technology,Phones,49.61600000000001,2.0,0.2,4.9616,28/05/2017,28/05/2017
Standard Class,Corporate,United States,Denver,Colorado,80219.0,West,Furniture,Furnishings,508.704,6.0,0.2,0.0,28/05/2017,01/06/2017
Standard Class,Corporate,United States,Denver,Colorado,80219.0,West,Technology,Phones,57.36,6.0,0.2,-14.34,04/06/2017,08/06/2017
Standard Class,Corporate,United States,Denver,Colorado,80219.0,West,Furniture,Chairs,906.68,5.0,0.2,68.001,04/06/2017,08/06/2017
Standard Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Technology,Phones,719.952,6.0,0.2,71.9952,04/06/2017,08/06/2017
Standard Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Technology,Phones,755.944,7.0,0.2,66.1451,05/06/2017,09/06/2017
Standard Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Office Supplies,Binders,11.98,5.0,0.8,-19.168,07/06/2017,10/06/2017
Standard Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Office Supplies,Binders,0.898,1.0,0.8,-1.5715,07/06/2017,10/06/2017
First Class,Corporate,United States,Houston,Texas,77036.0,Central,Furniture,Furnishings,21.204,3.0,0.6,-11.6622,07/06/2017,09/06/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Envelopes,34.74,3.0,0.0,17.37,08/06/2017,14/06/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,833.94,6.0,0.0,216.8244,08/06/2017,14/06/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Binders,12.96,3.0,0.2,4.5360000000000005,08/06/2017,12/06/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Paper,25.92,4.0,0.0,12.4416,08/06/2017,14/06/2017
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Bookcases,349.965,7.0,0.5,-216.9783,08/06/2017,12/06/2017
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Art,22.32,5.0,0.2,5.301,10/06/2017,13/06/2017
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Paper,158.28,6.0,0.0,72.8088,10/06/2017,13/06/2017
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Binders,497.94,3.0,0.0,224.07299999999998,10/06/2017,13/06/2017
Standard Class,Consumer,United States,Long Beach,New York,11561.0,East,Office Supplies,Appliances,533.94,3.0,0.0,154.8426,10/06/2017,13/06/2017
Standard Class,Consumer,United States,Long Beach,New York,11561.0,East,Office Supplies,Paper,167.94,3.0,0.0,82.2906,13/06/2017,19/06/2017
Standard Class,Consumer,United States,Long Beach,New York,11561.0,East,Furniture,Furnishings,31.68,6.0,0.0,9.8208,13/06/2017,17/06/2017
First Class,Consumer,United States,Lancaster,Pennsylvania,17602.0,East,Furniture,Chairs,170.78599999999997,1.0,0.3,0.0,13/06/2017,17/06/2017
Standard Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Furniture,Bookcases,198.74400000000003,4.0,0.3,0.0,13/06/2017,17/06/2017
First Class,Home Office,United States,Denver,Colorado,80219.0,West,Technology,Accessories,63.824,2.0,0.2,13.5626,13/06/2017,17/06/2017
Second Class,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Chairs,435.168,4.0,0.2,-59.8356,13/06/2017,17/06/2017
Second Class,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Bookcases,48.58,1.0,0.0,7.7728,13/06/2017,17/06/2017
First Class,Corporate,United States,Houston,Texas,77070.0,Central,Technology,Accessories,47.976000000000006,3.0,0.2,8.3958,13/06/2017,17/06/2017
First Class,Corporate,United States,Houston,Texas,77070.0,Central,Office Supplies,Paper,20.736,4.0,0.2,7.2576,13/06/2017,17/06/2017
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Office Supplies,Art,26.46,9.0,0.0,11.907,13/06/2017,17/06/2017
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Office Supplies,Paper,49.12,4.0,0.0,23.0864,13/06/2017,18/06/2017
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Office Supplies,Fasteners,15.0,3.0,0.0,7.2,14/06/2017,18/06/2017
Standard Class,Corporate,United States,Newport News,Virginia,23602.0,South,Office Supplies,Storage,194.7,5.0,0.0,9.735,14/06/2017,14/06/2017
Standard Class,Corporate,United States,Newport News,Virginia,23602.0,South,Furniture,Tables,591.32,4.0,0.0,112.3508,14/06/2017,14/06/2017
Standard Class,Corporate,United States,Newport News,Virginia,23602.0,South,Office Supplies,Art,2.84,1.0,0.0,0.8804,14/06/2017,14/06/2017
Standard Class,Corporate,United States,Los Angeles,California,90036.0,West,Office Supplies,Storage,221.96,2.0,0.0,4.4392,14/06/2017,18/06/2017
Standard Class,Corporate,United States,Los Angeles,California,90036.0,West,Technology,Accessories,236.0,4.0,0.0,40.12,16/06/2017,22/06/2017
Second Class,Corporate,United States,Seattle,Washington,98115.0,West,Technology,Accessories,41.94,2.0,0.0,15.0984,17/06/2017,21/06/2017
Second Class,Corporate,United States,Seattle,Washington,98115.0,West,Technology,Phones,52.792,1.0,0.2,4.6193,17/06/2017,23/06/2017
First Class,Home Office,United States,Omaha,Nebraska,68104.0,Central,Furniture,Chairs,563.94,3.0,0.0,112.788,17/06/2017,23/06/2017
Second Class,Consumer,United States,Morristown,New Jersey,7960.0,East,Office Supplies,Appliances,2625.12,8.0,0.0,735.0336,17/06/2017,21/06/2017
Second Class,Consumer,United States,Morristown,New Jersey,7960.0,East,Office Supplies,Art,17.94,3.0,0.0,4.485,17/06/2017,21/06/2017
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Storage,422.856,3.0,0.2,15.8571,17/06/2017,21/06/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Chairs,127.764,2.0,0.1,2.8392,18/06/2017,25/06/2017
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Technology,Phones,3499.93,7.0,0.0,909.9818,18/06/2017,25/06/2017
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Labels,14.4,5.0,0.0,6.624,18/06/2017,25/06/2017
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Paper,122.97,3.0,0.0,60.2553,19/06/2017,23/06/2017
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Art,9.32,4.0,0.0,2.7028,19/06/2017,23/06/2017
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Binders,122.94,3.0,0.0,59.0112,19/06/2017,23/06/2017
Standard Class,Consumer,United States,Roseville,California,95661.0,West,Furniture,Furnishings,17.31,3.0,0.0,5.193,22/06/2017,29/06/2017
Standard Class,Consumer,United States,Rockford,Illinois,61107.0,Central,Office Supplies,Art,128.744,7.0,0.2,12.8744,22/06/2017,26/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Furnishings,58.248000000000005,9.0,0.2,11.6496,22/06/2017,28/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Chairs,71.24600000000001,2.0,0.3,-19.3382,22/06/2017,28/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Art,7.872000000000001,3.0,0.2,0.5904,27/06/2017,27/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Chairs,887.2710000000001,3.0,0.3,-63.3765,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Binders,146.86,7.0,0.0,70.4928,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Binders,36.56,4.0,0.0,18.28,28/06/2017,30/06/2017
Standard Class,Corporate,United States,Los Angeles,California,90004.0,West,Technology,Phones,225.576,3.0,0.2,22.5576,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Office Supplies,Art,5.247999999999999,2.0,0.2,0.4592,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Office Supplies,Art,38.256,3.0,0.2,4.782,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Office Supplies,Paper,40.24,5.0,0.2,13.078,29/06/2017,04/07/2017
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Technology,Machines,29.925,5.0,0.7,-21.945,02/07/2017,06/07/2017
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Office Supplies,Paper,148.704,6.0,0.2,46.47,02/07/2017,06/07/2017
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Technology,Accessories,55.92,10.0,0.2,16.776,02/07/2017,06/07/2017
Standard Class,Corporate,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Paper,12.96,2.0,0.0,6.2208,02/07/2017,02/07/2017
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Furniture,Furnishings,25.176,3.0,0.6,-33.3582,02/07/2017,02/07/2017
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Furniture,Furnishings,5.584,2.0,0.6,-1.6752,02/07/2017,02/07/2017
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Storage,1297.368,9.0,0.2,97.3026,02/07/2017,02/07/2017
First Class,Consumer,United States,Dallas,Texas,75220.0,Central,Office Supplies,Storage,264.32,2.0,0.2,19.824,03/07/2017,09/07/2017
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Paper,25.92,4.0,0.0,12.4416,03/07/2017,09/07/2017
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Art,22.96,7.0,0.0,6.6584,08/07/2017,14/07/2017
First Class,Consumer,United States,Moreno Valley,California,92553.0,West,Office Supplies,Paper,19.44,3.0,0.0,9.3312,08/07/2017,14/07/2017
First Class,Consumer,United States,Garden City,Kansas,67846.0,Central,Office Supplies,Paper,9.54,2.0,0.0,4.293,08/07/2017,12/07/2017
First Class,Consumer,United States,Garden City,Kansas,67846.0,Central,Office Supplies,Fasteners,5.81,1.0,0.0,1.8011,08/07/2017,12/07/2017
First Class,Consumer,United States,Garden City,Kansas,67846.0,Central,Office Supplies,Art,5.76,2.0,0.0,1.7280000000000002,08/07/2017,12/07/2017
Second Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Furnishings,14.91,3.0,0.0,4.6221,10/07/2017,14/07/2017
Standard Class,Corporate,United States,Orlando,Florida,32839.0,South,Office Supplies,Binders,6.642,9.0,0.7,-4.428,13/07/2017,18/07/2017
Standard Class,Consumer,United States,Watertown,New York,13601.0,East,Office Supplies,Paper,18.54,2.0,0.0,8.7138,22/07/2017,26/07/2017
Standard Class,Consumer,United States,Watertown,New York,13601.0,East,Office Supplies,Binders,679.96,5.0,0.2,220.987,22/07/2017,26/07/2017
First Class,Corporate,United States,Los Angeles,California,90032.0,West,Furniture,Tables,189.576,1.0,0.2,9.4788,22/07/2017,27/07/2017
First Class,Corporate,United States,Los Angeles,California,90032.0,West,Technology,Phones,71.96,5.0,0.2,7.196000000000001,22/07/2017,26/07/2017
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Technology,Phones,539.92,5.0,0.2,47.243,22/07/2017,26/07/2017
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Furniture,Chairs,725.3439999999999,4.0,0.2,54.4008,23/07/2017,28/07/2017
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Office Supplies,Art,7.44,3.0,0.0,2.6039999999999996,25/07/2017,01/08/2017
Standard Class,Home Office,United States,Newark,Delaware,19711.0,East,Office Supplies,Appliances,39.48,1.0,0.0,11.0544,29/07/2017,03/08/2017
Second Class,Home Office,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Appliances,850.5,5.0,0.1,245.7,29/07/2017,29/07/2017
Second Class,Home Office,United States,Detroit,Michigan,48234.0,Central,Furniture,Furnishings,75.33,9.0,0.0,19.5858,29/07/2017,29/07/2017
Second Class,Corporate,United States,Phoenix,Arizona,85023.0,West,Office Supplies,Appliances,325.632,6.0,0.2,28.4928,29/07/2017,29/07/2017
Second Class,Corporate,United States,Phoenix,Arizona,85023.0,West,Technology,Accessories,23.344,2.0,0.2,-1.459,29/07/2017,29/07/2017
Second Class,Corporate,United States,Phoenix,Arizona,85023.0,West,Office Supplies,Labels,16.52,5.0,0.2,5.369,01/08/2017,05/08/2017
First Class,Home Office,United States,Brownsville,Texas,78521.0,Central,Office Supplies,Envelopes,335.72,5.0,0.2,113.3055,01/08/2017,05/08/2017
First Class,Home Office,United States,Brownsville,Texas,78521.0,Central,Technology,Phones,251.94400000000002,7.0,0.2,88.1804,01/08/2017,05/08/2017
First Class,Home Office,United States,Brownsville,Texas,78521.0,Central,Furniture,Chairs,127.302,7.0,0.3,-9.093,01/08/2017,05/08/2017
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Furniture,Chairs,1207.84,8.0,0.0,314.0384,02/08/2017,08/08/2017
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Office Supplies,Binders,12.53,1.0,0.0,5.8891,03/08/2017,07/08/2017
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Office Supplies,Art,34.58,1.0,0.0,10.0282,03/08/2017,07/08/2017
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Furniture,Chairs,300.98,1.0,0.0,87.2842,05/08/2017,08/08/2017
Second Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Furniture,Chairs,258.75,3.0,0.0,77.625,09/08/2017,11/08/2017
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Office Supplies,Art,59.52,3.0,0.0,15.4752,09/08/2017,11/08/2017
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Office Supplies,Envelopes,57.96,7.0,0.0,27.2412,09/08/2017,11/08/2017
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Furniture,Bookcases,441.96,2.0,0.0,101.6508,12/08/2017,14/08/2017
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Office Supplies,Paper,68.04,6.0,0.0,33.3396,12/08/2017,16/08/2017
First Class,Home Office,United States,Pueblo,Colorado,81001.0,West,Technology,Machines,703.71,6.0,0.7,-938.28,12/08/2017,16/08/2017
First Class,Home Office,United States,Pueblo,Colorado,81001.0,West,Office Supplies,Binders,17.904,4.0,0.7,-14.92,12/08/2017,14/08/2017
First Class,Home Office,United States,Pueblo,Colorado,81001.0,West,Office Supplies,Binders,11.975999999999999,4.0,0.7,-9.1816,14/08/2017,19/08/2017
First Class,Home Office,United States,Pueblo,Colorado,81001.0,West,Technology,Accessories,67.96,5.0,0.2,0.8495,14/08/2017,19/08/2017
Standard Class,Corporate,United States,Los Angeles,California,90036.0,West,Furniture,Chairs,892.2239999999999,3.0,0.2,89.2224,16/08/2017,22/08/2017
Standard Class,Consumer,United States,Greenville,North Carolina,27834.0,South,Technology,Machines,1299.99,2.0,0.5,-571.9956,16/08/2017,22/08/2017
First Class,Corporate,United States,San Francisco,California,94110.0,West,Office Supplies,Binders,4.544,2.0,0.2,1.6472,16/08/2017,22/08/2017
First Class,Corporate,United States,San Francisco,California,94110.0,West,Furniture,Chairs,1352.0320000000002,4.0,0.2,84.50200000000001,16/08/2017,22/08/2017
Standard Class,Corporate,United States,Marion,Ohio,43302.0,East,Furniture,Tables,1548.99,9.0,0.4,-464.69699999999995,17/08/2017,22/08/2017
Standard Class,Corporate,United States,Marion,Ohio,43302.0,East,Office Supplies,Envelopes,19.872,3.0,0.2,6.7068,17/08/2017,22/08/2017
First Class,Consumer,United States,Dallas,Texas,75081.0,Central,Technology,Accessories,119.448,3.0,0.2,-13.4379,19/08/2017,19/08/2017
First Class,Consumer,United States,Dallas,Texas,75081.0,Central,Office Supplies,Storage,118.16,2.0,0.2,-25.109,19/08/2017,23/08/2017
Standard Class,Corporate,United States,Huntsville,Alabama,35810.0,South,Office Supplies,Art,19.56,4.0,0.0,5.4768,19/08/2017,23/08/2017
Second Class,Consumer,United States,Las Vegas,Nevada,89115.0,West,Furniture,Furnishings,80.96,4.0,0.0,29.1456,21/08/2017,22/08/2017
Second Class,Consumer,United States,Las Vegas,Nevada,89115.0,West,Office Supplies,Paper,25.92,4.0,0.0,12.4416,23/08/2017,27/08/2017
Same Day,Home Office,United States,Los Angeles,California,90049.0,West,Office Supplies,Appliances,106.96,2.0,0.0,31.0184,23/08/2017,27/08/2017
Same Day,Home Office,United States,Los Angeles,California,90049.0,West,Furniture,Furnishings,187.76,4.0,0.0,76.9816,23/08/2017,27/08/2017
First Class,Home Office,United States,Lakewood,Ohio,44107.0,East,Office Supplies,Binders,76.77600000000001,4.0,0.7,-53.7432,23/08/2017,27/08/2017
Standard Class,Corporate,United States,Fremont,Nebraska,68025.0,Central,Office Supplies,Binders,53.9,5.0,0.0,25.872,23/08/2017,27/08/2017
Standard Class,Consumer,United States,Huntsville,Texas,77340.0,Central,Furniture,Furnishings,76.72800000000001,3.0,0.6,-53.7096,25/08/2017,01/09/2017
Standard Class,Consumer,United States,Huntsville,Texas,77340.0,Central,Office Supplies,Binders,10.43,7.0,0.8,-18.2525,26/08/2017,27/08/2017
First Class,Consumer,United States,Los Angeles,California,90036.0,West,Office Supplies,Art,99.2,5.0,0.0,25.791999999999998,28/08/2017,02/09/2017
Standard Class,Consumer,United States,Asheville,North Carolina,28806.0,South,Office Supplies,Art,15.92,5.0,0.2,2.786,28/08/2017,01/09/2017
Standard Class,Corporate,United States,Bossier City,Louisiana,71111.0,South,Furniture,Furnishings,129.92,4.0,0.0,10.3936,31/08/2017,06/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Binders,30.4,1.0,0.0,13.984000000000002,31/08/2017,06/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Technology,Copiers,5399.91,9.0,0.0,2591.9568,02/09/2017,07/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Storage,119.1,3.0,0.0,34.539,03/09/2017,07/09/2017
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Office Supplies,Paper,40.08,6.0,0.0,19.2384,03/09/2017,07/09/2017
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Office Supplies,Paper,59.94,3.0,0.0,28.1718,03/09/2017,07/09/2017
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Technology,Accessories,259.98,2.0,0.0,88.3932,03/09/2017,07/09/2017
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Furniture,Bookcases,170.98,1.0,0.0,32.4862,03/09/2017,07/09/2017
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Furniture,Furnishings,38.97,3.0,0.0,4.6764,04/09/2017,06/09/2017
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Office Supplies,Paper,154.9,5.0,0.0,69.705,04/09/2017,06/09/2017
Second Class,Home Office,United States,Everett,Massachusetts,2149.0,East,Furniture,Tables,446.06800000000004,4.0,0.3,0.0,04/09/2017,06/09/2017
Second Class,Consumer,United States,Rancho Cucamonga,California,91730.0,West,Office Supplies,Appliances,152.94,3.0,0.0,41.2938,04/09/2017,06/09/2017
Same Day,Consumer,United States,Charlotte,North Carolina,28205.0,South,Technology,Accessories,23.471999999999998,3.0,0.2,4.9878,04/09/2017,06/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Paper,195.64,4.0,0.0,91.9508,05/09/2017,08/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Paper,14.94,3.0,0.0,7.0218,09/09/2017,13/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Technology,Accessories,1687.8,4.0,0.0,742.632,09/09/2017,13/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Furniture,Bookcases,341.96,2.0,0.0,78.6508,09/09/2017,16/09/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Furniture,Chairs,605.88,6.0,0.0,151.47,09/09/2017,16/09/2017
First Class,Home Office,United States,Midland,Michigan,48640.0,Central,Office Supplies,Appliances,186.732,1.0,0.1,41.496,10/09/2017,14/09/2017
First Class,Home Office,United States,Midland,Michigan,48640.0,Central,Office Supplies,Binders,3812.97,3.0,0.0,1906.485,12/09/2017,16/09/2017
Standard Class,Consumer,United States,Rochester,New York,14609.0,East,Office Supplies,Binders,26.424,9.0,0.2,9.5787,13/09/2017,16/09/2017
Standard Class,Consumer,United States,Rochester,New York,14609.0,East,Technology,Phones,625.99,1.0,0.0,187.797,14/09/2017,16/09/2017
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Furniture,Tables,1568.61,9.0,0.0,329.4081,14/09/2017,16/09/2017
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,17.3,1.0,0.0,8.304,17/09/2017,21/09/2017
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Technology,Accessories,160.0,8.0,0.0,62.4,18/09/2017,23/09/2017
First Class,Corporate,United States,Suffolk,Virginia,23434.0,South,Office Supplies,Appliances,179.94,3.0,0.0,50.3832,19/09/2017,23/09/2017
First Class,Corporate,United States,Suffolk,Virginia,23434.0,South,Furniture,Tables,872.94,3.0,0.0,157.1292,19/09/2017,23/09/2017
First Class,Corporate,United States,Suffolk,Virginia,23434.0,South,Office Supplies,Paper,12.96,2.0,0.0,6.2208,19/09/2017,23/09/2017
Standard Class,Consumer,United States,Brentwood,California,94513.0,West,Office Supplies,Labels,88.8,6.0,0.0,44.4,19/09/2017,23/09/2017
Standard Class,Consumer,United States,Brentwood,California,94513.0,West,Technology,Phones,319.968,4.0,0.2,35.9964,23/09/2017,28/09/2017
Same Day,Consumer,United States,Seattle,Washington,98103.0,West,Furniture,Chairs,167.888,7.0,0.2,14.6902,23/09/2017,29/09/2017
First Class,Home Office,United States,Houston,Texas,77036.0,Central,Office Supplies,Paper,163.96,5.0,0.2,59.4355,23/09/2017,29/09/2017
First Class,Home Office,United States,Houston,Texas,77036.0,Central,Office Supplies,Binders,5.232,4.0,0.8,-8.1096,24/09/2017,29/09/2017
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841.0,East,Technology,Copiers,1199.98,2.0,0.0,467.9922,24/09/2017,29/09/2017
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Storage,73.85,1.0,0.0,2.2155,24/09/2017,29/09/2017
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Supplies,25.71,3.0,0.0,6.6846,24/09/2017,29/09/2017
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Fasteners,17.28,6.0,0.0,8.1216,24/09/2017,29/09/2017
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841.0,East,Furniture,Tables,526.582,2.0,0.3,-52.6582,26/09/2017,26/09/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Paper,11.56,2.0,0.0,5.6644,26/09/2017,26/09/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Technology,Phones,209.97,3.0,0.0,58.7916,27/09/2017,01/10/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Furniture,Tables,447.84,4.0,0.0,98.5248,27/09/2017,29/09/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Technology,Accessories,479.97,3.0,0.0,163.1898,28/09/2017,30/09/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Art,8.64,3.0,0.0,2.5056,28/09/2017,30/09/2017
Standard Class,Corporate,United States,Orem,Utah,84057.0,West,Office Supplies,Art,11.68,2.0,0.0,4.2048,28/09/2017,30/09/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Accessories,40.775999999999996,3.0,0.2,0.5097,28/09/2017,30/09/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,13.698,3.0,0.7,-9.5886,28/09/2017,30/09/2017
Standard Class,Consumer,United States,Mesa,Arizona,85204.0,West,Technology,Phones,87.8,5.0,0.2,32.925,05/10/2017,06/10/2017
Second Class,Consumer,United States,Fayetteville,North Carolina,28314.0,South,Furniture,Furnishings,77.952,3.0,0.2,15.5904,07/10/2017,11/10/2017
Second Class,Consumer,United States,Fayetteville,North Carolina,28314.0,South,Office Supplies,Storage,147.184,2.0,0.2,-29.4368,07/10/2017,11/10/2017
Second Class,Consumer,United States,Fayetteville,North Carolina,28314.0,South,Office Supplies,Paper,47.952,3.0,0.2,16.1838,18/10/2017,19/10/2017
First Class,Consumer,United States,Los Angeles,California,90032.0,West,Office Supplies,Appliances,250.26,6.0,0.0,72.5754,21/10/2017,25/10/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Technology,Accessories,40.775999999999996,3.0,0.2,0.5097,21/10/2017,25/10/2017
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Office Supplies,Paper,29.6,5.0,0.2,9.25,21/10/2017,25/10/2017
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906.0,West,Office Supplies,Binders,1.9380000000000002,2.0,0.7,-1.3566,29/10/2017,02/11/2017
Standard Class,Corporate,United States,Los Angeles,California,90032.0,West,Technology,Accessories,159.96,4.0,0.0,51.1872,30/10/2017,05/11/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Art,59.52,3.0,0.0,15.4752,06/11/2017,09/11/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Envelopes,17.48,2.0,0.0,8.2156,13/11/2017,15/11/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Binders,13.168,2.0,0.2,4.6088,13/11/2017,15/11/2017
Standard Class,Home Office,United States,San Francisco,California,94109.0,West,Office Supplies,Appliances,40.74,3.0,0.0,12.222000000000001,13/11/2017,15/11/2017
Standard Class,Corporate,United States,Austin,Texas,78745.0,Central,Furniture,Chairs,179.886,1.0,0.3,-2.5698,13/11/2017,15/11/2017
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Office Supplies,Appliances,286.256,1.0,0.2,17.891,14/11/2017,14/11/2017
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Office Supplies,Storage,24.224,2.0,0.2,-4.8448,15/11/2017,22/11/2017
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Office Supplies,Storage,331.536,3.0,0.2,-82.884,19/11/2017,21/11/2017
Second Class,Home Office,United States,New York City,New York,10009.0,East,Office Supplies,Art,17.52,3.0,0.0,6.3072,19/11/2017,21/11/2017
Standard Class,Consumer,United States,El Paso,Texas,79907.0,Central,Office Supplies,Art,17.855999999999998,4.0,0.2,4.2408,19/11/2017,25/11/2017
Standard Class,Home Office,United States,Tallahassee,Florida,32303.0,South,Technology,Accessories,431.976,3.0,0.2,-75.5958,19/11/2017,25/11/2017
Standard Class,Home Office,United States,Seattle,Washington,98103.0,West,Furniture,Chairs,291.13599999999997,4.0,0.2,-25.4744,19/11/2017,25/11/2017
